"year","zone","type","measure","value"
"2013","S01002163","Detached","Count",1
"2011","S01002163","Detached","Count",1
"2007","S01002163","Detached","Count",1
"2008","S01002163","Detached","Count",1
"2010","S01002163","Detached","Count",1
"2004","S01002163","All","Count",651
"2005","S01002163","All","Count",703
"2006","S01002163","All","Count",710
"2007","S01002163","All","Count",719
"2008","S01002163","All","Count",732
"2009","S01002163","All","Count",735
"2010","S01002163","All","Count",736
"2011","S01002163","All","Count",765
"2012","S01002163","All","Count",771
"2013","S01002163","All","Count",772
"2003","S01002163","All","Count",633
"2010","S01002163","Flats","Count",729
"2006","S01002163","Flats","Count",703
"2012","S01002163","Flats","Count",764
"2011","S01002163","Flats","Count",758
"2009","S01002163","Flats","Count",728
"2013","S01002163","Flats","Count",765
"2007","S01002163","Flats","Count",712
"2008","S01002163","Flats","Count",725
"2008","S01002163","Semi-Detached","Count",2
"2010","S01002163","Semi-Detached","Count",2
"2007","S01002163","Semi-Detached","Count",2
"2011","S01002163","Semi-Detached","Count",2
"2012","S01002163","Semi-Detached","Count",2
"2006","S01002163","Semi-Detached","Count",2
"2013","S01002163","Semi-Detached","Count",2
"2009","S01002163","Semi-Detached","Count",2
"2013","S01002163","Terraced","Count",4
"2012","S01002163","Terraced","Count",4
"2008","S01002163","Terraced","Count",4
"2006","S01002163","Terraced","Count",4
"2009","S01002163","Terraced","Count",4
"2011","S01002163","Terraced","Count",4
"2007","S01002163","Terraced","Count",4
"2010","S01002163","Terraced","Count",4
"2006","S01002163","Unknown","Count",0
"2011","S01002163","Unknown","Count",0
"2007","S01002163","Unknown","Count",0
"2008","S01002163","Unknown","Count",0
"2012","S01002163","Unknown","Count",0
"2010","S01002163","Unknown","Count",0
"2009","S01002163","Unknown","Count",0
"2013","S01002163","Unknown","Count",0
"2009","S01002163","Detached","Count",1
"2006","S01002163","Detached","Count",1
"2012","S01002163","Detached","Count",1
"2008","S01002163","Unknown","Ratio",0
"2008","S01002163","Terraced","Ratio","0.55"
"2011","S01002163","Terraced","Ratio","0.52"
"2007","S01002163","Unknown","Ratio",0
"2011","S01002163","Unknown","Ratio",0
"2006","S01002163","Unknown","Ratio",0
"2007","S01002163","Semi-Detached","Ratio","0.28"
"2013","S01002163","Unknown","Ratio",0
"2006","S01002163","Semi-Detached","Ratio","0.28"
"2009","S01002163","Unknown","Ratio",0
"2007","S01002163","Flats","Ratio","99.03"
"2012","S01002163","Semi-Detached","Ratio","0.26"
"2010","S01002163","Flats","Ratio","99.05"
"2012","S01002163","Unknown","Ratio",0
"2010","S01002163","Unknown","Ratio",0
"2012","S01002163","Terraced","Ratio","0.52"
"2006","S01002163","Terraced","Ratio","0.56"
"2013","S01002163","Detached","Ratio","0.13"
"2009","S01002163","Detached","Ratio","0.14"
"2009","S01002163","Flats","Ratio","99.05"
"2006","S01002163","Flats","Ratio","99.01"
"2013","S01002163","Flats","Ratio","99.09"
"2007","S01002163","Detached","Ratio","0.14"
"2012","S01002163","Detached","Ratio","0.13"
"2013","S01002163","Terraced","Ratio","0.52"
"2011","S01002163","Detached","Ratio","0.13"
"2013","S01002163","Semi-Detached","Ratio","0.26"
"2009","S01002163","Semi-Detached","Ratio","0.27"
"2006","S01002163","Detached","Ratio","0.14"
"2008","S01002163","Detached","Ratio","0.14"
"2008","S01002163","Flats","Ratio","99.04"
"2010","S01002163","Detached","Ratio","0.14"
"2009","S01002163","Terraced","Ratio","0.54"
"2012","S01002163","Flats","Ratio","99.09"
"2011","S01002163","Flats","Ratio","99.09"
"2007","S01002163","Terraced","Ratio","0.56"
"2010","S01002163","Semi-Detached","Ratio","0.27"
"2008","S01002163","Semi-Detached","Ratio","0.27"
"2010","S01002163","Terraced","Ratio","0.54"
"2011","S01002163","Semi-Detached","Ratio","0.26"
"2013","S01002164","Detached","Count",57
"2011","S01002164","Detached","Count",57
"2007","S01002164","Detached","Count",56
"2008","S01002164","Detached","Count",57
"2010","S01002164","Detached","Count",57
"2004","S01002164","All","Count",351
"2005","S01002164","All","Count",351
"2006","S01002164","All","Count",353
"2007","S01002164","All","Count",353
"2008","S01002164","All","Count",354
"2009","S01002164","All","Count",354
"2010","S01002164","All","Count",354
"2011","S01002164","All","Count",354
"2012","S01002164","All","Count",354
"2013","S01002164","All","Count",354
"2003","S01002164","All","Count",351
"2010","S01002164","Flats","Count",31
"2006","S01002164","Flats","Count",31
"2012","S01002164","Flats","Count",31
"2011","S01002164","Flats","Count",31
"2009","S01002164","Flats","Count",31
"2013","S01002164","Flats","Count",31
"2007","S01002164","Flats","Count",31
"2008","S01002164","Flats","Count",31
"2008","S01002164","Semi-Detached","Count",54
"2010","S01002164","Semi-Detached","Count",54
"2007","S01002164","Semi-Detached","Count",54
"2011","S01002164","Semi-Detached","Count",54
"2012","S01002164","Semi-Detached","Count",54
"2006","S01002164","Semi-Detached","Count",54
"2013","S01002164","Semi-Detached","Count",54
"2009","S01002164","Semi-Detached","Count",54
"2013","S01002164","Terraced","Count",212
"2012","S01002164","Terraced","Count",212
"2008","S01002164","Terraced","Count",212
"2006","S01002164","Terraced","Count",212
"2009","S01002164","Terraced","Count",212
"2011","S01002164","Terraced","Count",212
"2007","S01002164","Terraced","Count",212
"2010","S01002164","Terraced","Count",212
"2006","S01002164","Unknown","Count",0
"2011","S01002164","Unknown","Count",0
"2007","S01002164","Unknown","Count",0
"2008","S01002164","Unknown","Count",0
"2012","S01002164","Unknown","Count",0
"2010","S01002164","Unknown","Count",0
"2009","S01002164","Unknown","Count",0
"2013","S01002164","Unknown","Count",0
"2009","S01002164","Detached","Count",57
"2006","S01002164","Detached","Count",56
"2012","S01002164","Detached","Count",57
"2008","S01002164","Unknown","Ratio",0
"2008","S01002164","Terraced","Ratio","59.89"
"2011","S01002164","Terraced","Ratio","59.89"
"2007","S01002164","Unknown","Ratio",0
"2011","S01002164","Unknown","Ratio",0
"2006","S01002164","Unknown","Ratio",0
"2007","S01002164","Semi-Detached","Ratio","15.3"
"2013","S01002164","Unknown","Ratio",0
"2006","S01002164","Semi-Detached","Ratio","15.3"
"2009","S01002164","Unknown","Ratio",0
"2007","S01002164","Flats","Ratio","8.78"
"2012","S01002164","Semi-Detached","Ratio","15.25"
"2010","S01002164","Flats","Ratio","8.76"
"2012","S01002164","Unknown","Ratio",0
"2010","S01002164","Unknown","Ratio",0
"2012","S01002164","Terraced","Ratio","59.89"
"2006","S01002164","Terraced","Ratio","60.06"
"2013","S01002164","Detached","Ratio","16.1"
"2009","S01002164","Detached","Ratio","16.1"
"2009","S01002164","Flats","Ratio","8.76"
"2006","S01002164","Flats","Ratio","8.78"
"2013","S01002164","Flats","Ratio","8.76"
"2007","S01002164","Detached","Ratio","15.86"
"2012","S01002164","Detached","Ratio","16.1"
"2013","S01002164","Terraced","Ratio","59.89"
"2011","S01002164","Detached","Ratio","16.1"
"2013","S01002164","Semi-Detached","Ratio","15.25"
"2009","S01002164","Semi-Detached","Ratio","15.25"
"2006","S01002164","Detached","Ratio","15.86"
"2008","S01002164","Detached","Ratio","16.1"
"2008","S01002164","Flats","Ratio","8.76"
"2010","S01002164","Detached","Ratio","16.1"
"2009","S01002164","Terraced","Ratio","59.89"
"2012","S01002164","Flats","Ratio","8.76"
"2011","S01002164","Flats","Ratio","8.76"
"2007","S01002164","Terraced","Ratio","60.06"
"2010","S01002164","Semi-Detached","Ratio","15.25"
"2008","S01002164","Semi-Detached","Ratio","15.25"
"2010","S01002164","Terraced","Ratio","59.89"
"2011","S01002164","Semi-Detached","Ratio","15.25"
"2013","S01002165","Detached","Count",50
"2011","S01002165","Detached","Count",50
"2007","S01002165","Detached","Count",50
"2008","S01002165","Detached","Count",50
"2010","S01002165","Detached","Count",50
"2004","S01002165","All","Count",411
"2005","S01002165","All","Count",411
"2006","S01002165","All","Count",411
"2007","S01002165","All","Count",411
"2008","S01002165","All","Count",411
"2009","S01002165","All","Count",411
"2010","S01002165","All","Count",411
"2011","S01002165","All","Count",411
"2012","S01002165","All","Count",411
"2013","S01002165","All","Count",411
"2003","S01002165","All","Count",411
"2010","S01002165","Flats","Count",61
"2006","S01002165","Flats","Count",61
"2012","S01002165","Flats","Count",61
"2011","S01002165","Flats","Count",61
"2009","S01002165","Flats","Count",61
"2013","S01002165","Flats","Count",61
"2007","S01002165","Flats","Count",61
"2008","S01002165","Flats","Count",61
"2008","S01002165","Semi-Detached","Count",57
"2010","S01002165","Semi-Detached","Count",57
"2007","S01002165","Semi-Detached","Count",57
"2011","S01002165","Semi-Detached","Count",57
"2012","S01002165","Semi-Detached","Count",57
"2006","S01002165","Semi-Detached","Count",57
"2013","S01002165","Semi-Detached","Count",57
"2009","S01002165","Semi-Detached","Count",57
"2013","S01002165","Terraced","Count",243
"2012","S01002165","Terraced","Count",243
"2008","S01002165","Terraced","Count",243
"2006","S01002165","Terraced","Count",243
"2009","S01002165","Terraced","Count",243
"2011","S01002165","Terraced","Count",243
"2007","S01002165","Terraced","Count",243
"2010","S01002165","Terraced","Count",243
"2006","S01002165","Unknown","Count",0
"2011","S01002165","Unknown","Count",0
"2007","S01002165","Unknown","Count",0
"2008","S01002165","Unknown","Count",0
"2012","S01002165","Unknown","Count",0
"2010","S01002165","Unknown","Count",0
"2009","S01002165","Unknown","Count",0
"2013","S01002165","Unknown","Count",0
"2009","S01002165","Detached","Count",50
"2006","S01002165","Detached","Count",50
"2012","S01002165","Detached","Count",50
"2008","S01002165","Unknown","Ratio",0
"2008","S01002165","Terraced","Ratio","59.12"
"2011","S01002165","Terraced","Ratio","59.12"
"2007","S01002165","Unknown","Ratio",0
"2011","S01002165","Unknown","Ratio",0
"2006","S01002165","Unknown","Ratio",0
"2007","S01002165","Semi-Detached","Ratio","13.87"
"2013","S01002165","Unknown","Ratio",0
"2006","S01002165","Semi-Detached","Ratio","13.87"
"2009","S01002165","Unknown","Ratio",0
"2007","S01002165","Flats","Ratio","14.84"
"2012","S01002165","Semi-Detached","Ratio","13.87"
"2010","S01002165","Flats","Ratio","14.84"
"2012","S01002165","Unknown","Ratio",0
"2010","S01002165","Unknown","Ratio",0
"2012","S01002165","Terraced","Ratio","59.12"
"2006","S01002165","Terraced","Ratio","59.12"
"2013","S01002165","Detached","Ratio","12.17"
"2009","S01002165","Detached","Ratio","12.17"
"2009","S01002165","Flats","Ratio","14.84"
"2006","S01002165","Flats","Ratio","14.84"
"2013","S01002165","Flats","Ratio","14.84"
"2007","S01002165","Detached","Ratio","12.17"
"2012","S01002165","Detached","Ratio","12.17"
"2013","S01002165","Terraced","Ratio","59.12"
"2011","S01002165","Detached","Ratio","12.17"
"2013","S01002165","Semi-Detached","Ratio","13.87"
"2009","S01002165","Semi-Detached","Ratio","13.87"
"2006","S01002165","Detached","Ratio","12.17"
"2008","S01002165","Detached","Ratio","12.17"
"2008","S01002165","Flats","Ratio","14.84"
"2010","S01002165","Detached","Ratio","12.17"
"2009","S01002165","Terraced","Ratio","59.12"
"2012","S01002165","Flats","Ratio","14.84"
"2011","S01002165","Flats","Ratio","14.84"
"2007","S01002165","Terraced","Ratio","59.12"
"2010","S01002165","Semi-Detached","Ratio","13.87"
"2008","S01002165","Semi-Detached","Ratio","13.87"
"2010","S01002165","Terraced","Ratio","59.12"
"2011","S01002165","Semi-Detached","Ratio","13.87"
"2013","S01002166","Detached","Count",0
"2011","S01002166","Detached","Count",0
"2007","S01002166","Detached","Count",0
"2008","S01002166","Detached","Count",0
"2010","S01002166","Detached","Count",0
"2004","S01002166","All","Count",440
"2005","S01002166","All","Count",442
"2006","S01002166","All","Count",440
"2007","S01002166","All","Count",442
"2008","S01002166","All","Count",443
"2009","S01002166","All","Count",443
"2010","S01002166","All","Count",441
"2011","S01002166","All","Count",442
"2012","S01002166","All","Count",444
"2013","S01002166","All","Count",442
"2003","S01002166","All","Count",435
"2010","S01002166","Flats","Count",410
"2006","S01002166","Flats","Count",410
"2012","S01002166","Flats","Count",412
"2011","S01002166","Flats","Count",411
"2009","S01002166","Flats","Count",412
"2013","S01002166","Flats","Count",410
"2007","S01002166","Flats","Count",411
"2008","S01002166","Flats","Count",412
"2008","S01002166","Semi-Detached","Count",0
"2010","S01002166","Semi-Detached","Count",0
"2007","S01002166","Semi-Detached","Count",0
"2011","S01002166","Semi-Detached","Count",0
"2012","S01002166","Semi-Detached","Count",0
"2006","S01002166","Semi-Detached","Count",0
"2013","S01002166","Semi-Detached","Count",0
"2009","S01002166","Semi-Detached","Count",0
"2013","S01002166","Terraced","Count",32
"2012","S01002166","Terraced","Count",32
"2008","S01002166","Terraced","Count",30
"2006","S01002166","Terraced","Count",29
"2009","S01002166","Terraced","Count",30
"2011","S01002166","Terraced","Count",31
"2007","S01002166","Terraced","Count",30
"2010","S01002166","Terraced","Count",30
"2006","S01002166","Unknown","Count",1
"2011","S01002166","Unknown","Count",0
"2007","S01002166","Unknown","Count",1
"2008","S01002166","Unknown","Count",1
"2012","S01002166","Unknown","Count",0
"2010","S01002166","Unknown","Count",1
"2009","S01002166","Unknown","Count",1
"2013","S01002166","Unknown","Count",0
"2009","S01002166","Detached","Count",0
"2006","S01002166","Detached","Count",0
"2012","S01002166","Detached","Count",0
"2008","S01002166","Unknown","Ratio","0.23"
"2008","S01002166","Terraced","Ratio","6.77"
"2011","S01002166","Terraced","Ratio","7.01"
"2007","S01002166","Unknown","Ratio","0.23"
"2011","S01002166","Unknown","Ratio",0
"2006","S01002166","Unknown","Ratio","0.23"
"2007","S01002166","Semi-Detached","Ratio",0
"2013","S01002166","Unknown","Ratio",0
"2006","S01002166","Semi-Detached","Ratio",0
"2009","S01002166","Unknown","Ratio","0.23"
"2007","S01002166","Flats","Ratio","92.99"
"2012","S01002166","Semi-Detached","Ratio",0
"2010","S01002166","Flats","Ratio","92.97"
"2012","S01002166","Unknown","Ratio",0
"2010","S01002166","Unknown","Ratio","0.23"
"2012","S01002166","Terraced","Ratio","7.21"
"2006","S01002166","Terraced","Ratio","6.59"
"2013","S01002166","Detached","Ratio",0
"2009","S01002166","Detached","Ratio",0
"2009","S01002166","Flats","Ratio",93
"2006","S01002166","Flats","Ratio","93.18"
"2013","S01002166","Flats","Ratio","92.76"
"2007","S01002166","Detached","Ratio",0
"2012","S01002166","Detached","Ratio",0
"2013","S01002166","Terraced","Ratio","7.24"
"2011","S01002166","Detached","Ratio",0
"2013","S01002166","Semi-Detached","Ratio",0
"2009","S01002166","Semi-Detached","Ratio",0
"2006","S01002166","Detached","Ratio",0
"2008","S01002166","Detached","Ratio",0
"2008","S01002166","Flats","Ratio",93
"2010","S01002166","Detached","Ratio",0
"2009","S01002166","Terraced","Ratio","6.77"
"2012","S01002166","Flats","Ratio","92.79"
"2011","S01002166","Flats","Ratio","92.99"
"2007","S01002166","Terraced","Ratio","6.79"
"2010","S01002166","Semi-Detached","Ratio",0
"2008","S01002166","Semi-Detached","Ratio",0
"2010","S01002166","Terraced","Ratio","6.8"
"2011","S01002166","Semi-Detached","Ratio",0
"2013","S01002167","Detached","Count",15
"2011","S01002167","Detached","Count",15
"2007","S01002167","Detached","Count",15
"2008","S01002167","Detached","Count",15
"2010","S01002167","Detached","Count",15
"2004","S01002167","All","Count",310
"2005","S01002167","All","Count",310
"2006","S01002167","All","Count",310
"2007","S01002167","All","Count",310
"2008","S01002167","All","Count",310
"2009","S01002167","All","Count",311
"2010","S01002167","All","Count",311
"2011","S01002167","All","Count",311
"2012","S01002167","All","Count",311
"2013","S01002167","All","Count",311
"2003","S01002167","All","Count",310
"2010","S01002167","Flats","Count",173
"2006","S01002167","Flats","Count",172
"2012","S01002167","Flats","Count",173
"2011","S01002167","Flats","Count",173
"2009","S01002167","Flats","Count",173
"2013","S01002167","Flats","Count",173
"2007","S01002167","Flats","Count",172
"2008","S01002167","Flats","Count",172
"2008","S01002167","Semi-Detached","Count",78
"2010","S01002167","Semi-Detached","Count",78
"2007","S01002167","Semi-Detached","Count",78
"2011","S01002167","Semi-Detached","Count",78
"2012","S01002167","Semi-Detached","Count",78
"2006","S01002167","Semi-Detached","Count",78
"2013","S01002167","Semi-Detached","Count",78
"2009","S01002167","Semi-Detached","Count",78
"2013","S01002167","Terraced","Count",45
"2012","S01002167","Terraced","Count",45
"2008","S01002167","Terraced","Count",45
"2006","S01002167","Terraced","Count",45
"2009","S01002167","Terraced","Count",45
"2011","S01002167","Terraced","Count",45
"2007","S01002167","Terraced","Count",45
"2010","S01002167","Terraced","Count",45
"2006","S01002167","Unknown","Count",0
"2011","S01002167","Unknown","Count",0
"2007","S01002167","Unknown","Count",0
"2008","S01002167","Unknown","Count",0
"2012","S01002167","Unknown","Count",0
"2010","S01002167","Unknown","Count",0
"2009","S01002167","Unknown","Count",0
"2013","S01002167","Unknown","Count",0
"2009","S01002167","Detached","Count",15
"2006","S01002167","Detached","Count",15
"2012","S01002167","Detached","Count",15
"2008","S01002167","Unknown","Ratio",0
"2008","S01002167","Terraced","Ratio","14.52"
"2011","S01002167","Terraced","Ratio","14.47"
"2007","S01002167","Unknown","Ratio",0
"2011","S01002167","Unknown","Ratio",0
"2006","S01002167","Unknown","Ratio",0
"2007","S01002167","Semi-Detached","Ratio","25.16"
"2013","S01002167","Unknown","Ratio",0
"2006","S01002167","Semi-Detached","Ratio","25.16"
"2009","S01002167","Unknown","Ratio",0
"2007","S01002167","Flats","Ratio","55.48"
"2012","S01002167","Semi-Detached","Ratio","25.08"
"2010","S01002167","Flats","Ratio","55.63"
"2012","S01002167","Unknown","Ratio",0
"2010","S01002167","Unknown","Ratio",0
"2012","S01002167","Terraced","Ratio","14.47"
"2006","S01002167","Terraced","Ratio","14.52"
"2013","S01002167","Detached","Ratio","4.82"
"2009","S01002167","Detached","Ratio","4.82"
"2009","S01002167","Flats","Ratio","55.63"
"2006","S01002167","Flats","Ratio","55.48"
"2013","S01002167","Flats","Ratio","55.63"
"2007","S01002167","Detached","Ratio","4.84"
"2012","S01002167","Detached","Ratio","4.82"
"2013","S01002167","Terraced","Ratio","14.47"
"2011","S01002167","Detached","Ratio","4.82"
"2013","S01002167","Semi-Detached","Ratio","25.08"
"2009","S01002167","Semi-Detached","Ratio","25.08"
"2006","S01002167","Detached","Ratio","4.84"
"2008","S01002167","Detached","Ratio","4.84"
"2008","S01002167","Flats","Ratio","55.48"
"2010","S01002167","Detached","Ratio","4.82"
"2009","S01002167","Terraced","Ratio","14.47"
"2012","S01002167","Flats","Ratio","55.63"
"2011","S01002167","Flats","Ratio","55.63"
"2007","S01002167","Terraced","Ratio","14.52"
"2010","S01002167","Semi-Detached","Ratio","25.08"
"2008","S01002167","Semi-Detached","Ratio","25.16"
"2010","S01002167","Terraced","Ratio","14.47"
"2011","S01002167","Semi-Detached","Ratio","25.08"
"2013","S01002168","Detached","Count",0
"2011","S01002168","Detached","Count",0
"2007","S01002168","Detached","Count",0
"2008","S01002168","Detached","Count",0
"2010","S01002168","Detached","Count",0
"2004","S01002168","All","Count",701
"2005","S01002168","All","Count",699
"2006","S01002168","All","Count",702
"2007","S01002168","All","Count",699
"2008","S01002168","All","Count",699
"2009","S01002168","All","Count",697
"2010","S01002168","All","Count",696
"2011","S01002168","All","Count",692
"2012","S01002168","All","Count",692
"2013","S01002168","All","Count",693
"2003","S01002168","All","Count",699
"2010","S01002168","Flats","Count",685
"2006","S01002168","Flats","Count",691
"2012","S01002168","Flats","Count",681
"2011","S01002168","Flats","Count",681
"2009","S01002168","Flats","Count",686
"2013","S01002168","Flats","Count",681
"2007","S01002168","Flats","Count",688
"2008","S01002168","Flats","Count",688
"2008","S01002168","Semi-Detached","Count",0
"2010","S01002168","Semi-Detached","Count",0
"2007","S01002168","Semi-Detached","Count",0
"2011","S01002168","Semi-Detached","Count",0
"2012","S01002168","Semi-Detached","Count",0
"2006","S01002168","Semi-Detached","Count",0
"2013","S01002168","Semi-Detached","Count",0
"2009","S01002168","Semi-Detached","Count",0
"2013","S01002168","Terraced","Count",12
"2012","S01002168","Terraced","Count",11
"2008","S01002168","Terraced","Count",11
"2006","S01002168","Terraced","Count",11
"2009","S01002168","Terraced","Count",11
"2011","S01002168","Terraced","Count",11
"2007","S01002168","Terraced","Count",11
"2010","S01002168","Terraced","Count",11
"2006","S01002168","Unknown","Count",0
"2011","S01002168","Unknown","Count",0
"2007","S01002168","Unknown","Count",0
"2008","S01002168","Unknown","Count",0
"2012","S01002168","Unknown","Count",0
"2010","S01002168","Unknown","Count",0
"2009","S01002168","Unknown","Count",0
"2013","S01002168","Unknown","Count",0
"2009","S01002168","Detached","Count",0
"2006","S01002168","Detached","Count",0
"2012","S01002168","Detached","Count",0
"2008","S01002168","Unknown","Ratio",0
"2008","S01002168","Terraced","Ratio","1.57"
"2011","S01002168","Terraced","Ratio","1.59"
"2007","S01002168","Unknown","Ratio",0
"2011","S01002168","Unknown","Ratio",0
"2006","S01002168","Unknown","Ratio",0
"2007","S01002168","Semi-Detached","Ratio",0
"2013","S01002168","Unknown","Ratio",0
"2006","S01002168","Semi-Detached","Ratio",0
"2009","S01002168","Unknown","Ratio",0
"2007","S01002168","Flats","Ratio","98.43"
"2012","S01002168","Semi-Detached","Ratio",0
"2010","S01002168","Flats","Ratio","98.42"
"2012","S01002168","Unknown","Ratio",0
"2010","S01002168","Unknown","Ratio",0
"2012","S01002168","Terraced","Ratio","1.59"
"2006","S01002168","Terraced","Ratio","1.57"
"2013","S01002168","Detached","Ratio",0
"2009","S01002168","Detached","Ratio",0
"2009","S01002168","Flats","Ratio","98.42"
"2006","S01002168","Flats","Ratio","98.43"
"2013","S01002168","Flats","Ratio","98.27"
"2007","S01002168","Detached","Ratio",0
"2012","S01002168","Detached","Ratio",0
"2013","S01002168","Terraced","Ratio","1.73"
"2011","S01002168","Detached","Ratio",0
"2013","S01002168","Semi-Detached","Ratio",0
"2009","S01002168","Semi-Detached","Ratio",0
"2006","S01002168","Detached","Ratio",0
"2008","S01002168","Detached","Ratio",0
"2008","S01002168","Flats","Ratio","98.43"
"2010","S01002168","Detached","Ratio",0
"2009","S01002168","Terraced","Ratio","1.58"
"2012","S01002168","Flats","Ratio","98.41"
"2011","S01002168","Flats","Ratio","98.41"
"2007","S01002168","Terraced","Ratio","1.57"
"2010","S01002168","Semi-Detached","Ratio",0
"2008","S01002168","Semi-Detached","Ratio",0
"2010","S01002168","Terraced","Ratio","1.58"
"2011","S01002168","Semi-Detached","Ratio",0
"2013","S01002169","Detached","Count",0
"2011","S01002169","Detached","Count",0
"2007","S01002169","Detached","Count",0
"2008","S01002169","Detached","Count",0
"2010","S01002169","Detached","Count",0
"2004","S01002169","All","Count",444
"2005","S01002169","All","Count",443
"2006","S01002169","All","Count",443
"2007","S01002169","All","Count",442
"2008","S01002169","All","Count",442
"2009","S01002169","All","Count",441
"2010","S01002169","All","Count",441
"2011","S01002169","All","Count",437
"2012","S01002169","All","Count",437
"2013","S01002169","All","Count",436
"2003","S01002169","All","Count",444
"2010","S01002169","Flats","Count",436
"2006","S01002169","Flats","Count",438
"2012","S01002169","Flats","Count",432
"2011","S01002169","Flats","Count",432
"2009","S01002169","Flats","Count",436
"2013","S01002169","Flats","Count",431
"2007","S01002169","Flats","Count",437
"2008","S01002169","Flats","Count",437
"2008","S01002169","Semi-Detached","Count",0
"2010","S01002169","Semi-Detached","Count",0
"2007","S01002169","Semi-Detached","Count",0
"2011","S01002169","Semi-Detached","Count",0
"2012","S01002169","Semi-Detached","Count",0
"2006","S01002169","Semi-Detached","Count",0
"2013","S01002169","Semi-Detached","Count",0
"2009","S01002169","Semi-Detached","Count",0
"2013","S01002169","Terraced","Count",5
"2012","S01002169","Terraced","Count",5
"2008","S01002169","Terraced","Count",5
"2006","S01002169","Terraced","Count",5
"2009","S01002169","Terraced","Count",5
"2011","S01002169","Terraced","Count",5
"2007","S01002169","Terraced","Count",5
"2010","S01002169","Terraced","Count",5
"2006","S01002169","Unknown","Count",0
"2011","S01002169","Unknown","Count",0
"2007","S01002169","Unknown","Count",0
"2008","S01002169","Unknown","Count",0
"2012","S01002169","Unknown","Count",0
"2010","S01002169","Unknown","Count",0
"2009","S01002169","Unknown","Count",0
"2013","S01002169","Unknown","Count",0
"2009","S01002169","Detached","Count",0
"2006","S01002169","Detached","Count",0
"2012","S01002169","Detached","Count",0
"2008","S01002169","Unknown","Ratio",0
"2008","S01002169","Terraced","Ratio","1.13"
"2011","S01002169","Terraced","Ratio","1.14"
"2007","S01002169","Unknown","Ratio",0
"2011","S01002169","Unknown","Ratio",0
"2006","S01002169","Unknown","Ratio",0
"2007","S01002169","Semi-Detached","Ratio",0
"2013","S01002169","Unknown","Ratio",0
"2006","S01002169","Semi-Detached","Ratio",0
"2009","S01002169","Unknown","Ratio",0
"2007","S01002169","Flats","Ratio","98.87"
"2012","S01002169","Semi-Detached","Ratio",0
"2010","S01002169","Flats","Ratio","98.87"
"2012","S01002169","Unknown","Ratio",0
"2010","S01002169","Unknown","Ratio",0
"2012","S01002169","Terraced","Ratio","1.14"
"2006","S01002169","Terraced","Ratio","1.13"
"2013","S01002169","Detached","Ratio",0
"2009","S01002169","Detached","Ratio",0
"2009","S01002169","Flats","Ratio","98.87"
"2006","S01002169","Flats","Ratio","98.87"
"2013","S01002169","Flats","Ratio","98.85"
"2007","S01002169","Detached","Ratio",0
"2012","S01002169","Detached","Ratio",0
"2013","S01002169","Terraced","Ratio","1.15"
"2011","S01002169","Detached","Ratio",0
"2013","S01002169","Semi-Detached","Ratio",0
"2009","S01002169","Semi-Detached","Ratio",0
"2006","S01002169","Detached","Ratio",0
"2008","S01002169","Detached","Ratio",0
"2008","S01002169","Flats","Ratio","98.87"
"2010","S01002169","Detached","Ratio",0
"2009","S01002169","Terraced","Ratio","1.13"
"2012","S01002169","Flats","Ratio","98.86"
"2011","S01002169","Flats","Ratio","98.86"
"2007","S01002169","Terraced","Ratio","1.13"
"2010","S01002169","Semi-Detached","Ratio",0
"2008","S01002169","Semi-Detached","Ratio",0
"2010","S01002169","Terraced","Ratio","1.13"
"2011","S01002169","Semi-Detached","Ratio",0
"2013","S01002170","Detached","Count",2
"2011","S01002170","Detached","Count",2
"2007","S01002170","Detached","Count",2
"2008","S01002170","Detached","Count",2
"2010","S01002170","Detached","Count",2
"2004","S01002170","All","Count",453
"2005","S01002170","All","Count",453
"2006","S01002170","All","Count",453
"2007","S01002170","All","Count",453
"2008","S01002170","All","Count",453
"2009","S01002170","All","Count",453
"2010","S01002170","All","Count",453
"2011","S01002170","All","Count",453
"2012","S01002170","All","Count",453
"2013","S01002170","All","Count",453
"2003","S01002170","All","Count",453
"2010","S01002170","Flats","Count",209
"2006","S01002170","Flats","Count",209
"2012","S01002170","Flats","Count",209
"2011","S01002170","Flats","Count",209
"2009","S01002170","Flats","Count",209
"2013","S01002170","Flats","Count",209
"2007","S01002170","Flats","Count",209
"2008","S01002170","Flats","Count",209
"2008","S01002170","Semi-Detached","Count",78
"2010","S01002170","Semi-Detached","Count",78
"2007","S01002170","Semi-Detached","Count",78
"2011","S01002170","Semi-Detached","Count",78
"2012","S01002170","Semi-Detached","Count",78
"2006","S01002170","Semi-Detached","Count",78
"2013","S01002170","Semi-Detached","Count",78
"2009","S01002170","Semi-Detached","Count",78
"2013","S01002170","Terraced","Count",164
"2012","S01002170","Terraced","Count",164
"2008","S01002170","Terraced","Count",164
"2006","S01002170","Terraced","Count",164
"2009","S01002170","Terraced","Count",164
"2011","S01002170","Terraced","Count",164
"2007","S01002170","Terraced","Count",164
"2010","S01002170","Terraced","Count",164
"2006","S01002170","Unknown","Count",0
"2011","S01002170","Unknown","Count",0
"2007","S01002170","Unknown","Count",0
"2008","S01002170","Unknown","Count",0
"2012","S01002170","Unknown","Count",0
"2010","S01002170","Unknown","Count",0
"2009","S01002170","Unknown","Count",0
"2013","S01002170","Unknown","Count",0
